irn|ColObjectNumber|ColDepartment|ColCollection|ColSubCollection|ColCompleteNotes|SpeNumberSpecimens|ClaObjectName_tab|ColOtherName|ExhTitle|NarNarrative|ComName_tab|SciName|ColSum|ColCollectionDates|LocalSum|LocalPrecise|SpeStatus|SpeNumberMale|SpeNumberFemale|SpeAge|SpePhase|ColCollectionName|ConConsObjectDescription|MulDescription|NumMulFiles
45931|NEWHM : 1993.H135|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|club of left antenna missing, parts of three legs missing|1|butterfly||||New Guinea Birdwing|Ornithoptera priamus poseidon : Papilionidae : Lepidoptera : Insecta : Arthropoda|||Papua New Guinea (= German New Guinea), Central Province, Yule -eil (island)|||1|||adult|Herbert Eltringham Collection|||1
45932|NEWHM : 1993.H136|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|three legs missing|1|butterfly||||New Guinea Birdwing|Ornithoptera priamus bornemanni (or doubtfully) o.p. poseidon : Papilionidae : Lepidoptera : Insecta : Arthropoda|Brown, Reverend G.||Papua New Guinea, Bismarck Archipelago|||1|||adult||||1
45933|NEWHM : 1993.H137|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods||1|butterfly||||New Guinea Birdwing|Ornithoptera priamus poseidon : Papilionidae : Lepidoptera : Insecta : Arthropoda|||New Guinea|||1|||adult||||1
45934|NEWHM : 1993.H138|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods||1|butterfly||||New Guinea Birdwing|Ornithoptera priamus poseidon : Papilionidae : Lepidoptera : Insecta : Arthropoda|||Indonesia, Ambon (= Amboina)|||1|||adult||||1
45935|NEWHM : 1993.H139|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods||1|butterfly||||New Guinea Birdwing|Ornithoptera priamus poseidon : Papilionidae : Lepidoptera : Insecta : Arthropoda|||||||1||adult||||1
45936|NEWHM : 1993.H140|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods||1|butterfly||||New Guinea Birdwing|Ornithoptera priamus bornemanni : Papilionidae : Lepidoptera : Insecta : Arthropoda|Eichhorn, A. F.|1925-06-|Papua New Guinea, Bismarck Archipelago, Witu (= French Island)|||1|||adult|J.J. Joicey Collection|||1
45937|NEWHM : 1993.H141|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|missing, missing|1|butterfly||||New Guinea Birdwing|Ornithoptera priamus bornemanni : Papilionidae : Lepidoptera : Insecta : Arthropoda|Macleay, E. S. (?)|||||1|||adult|J.J. Joicey Collection|||1
45938|NEWHM : 1993.H142|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|distal part of right antenna missing|1|butterfly||||New Guinea Birdwing|Ornithoptera priamus bornemanni : Papilionidae : Lepidoptera : Insecta : Arthropoda|||Papua New Guinea, Bismarck Archipelago, New Ireland|||1|||adult|J.J. Joicey Collection|||1
45939|NEWHM : 1993.H143|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|parts of legs missing|1|butterfly||||New Guinea Birdwing|Ornithoptera priamus bornemanni : Papilionidae : Lepidoptera : Insecta : Arthropoda|||papua New Guinea, Bismarck Archipelago, New Britain||||1||adult|J.J. Joicey Collection|||1
45940|NEWHM : 1993.H144|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|parts of legs missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|Frost, W. J.C.|1916-03-|Indonesia, Aru (= Arus) Islands|||1|||adult|J.J. Joicey Collection|||1
45941|NEWHM : 1993.H145|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|three legs missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|Frost, W. J.C.|1916-03-|Indonesia, Aru (= Arus) Islands|||1|||adult|J.J. Joicey Collection|||1
45942|NEWHM : 1993.H146|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|Frost, W. J.C.|1916-03-|Indonesia, Aru (= Arus) Islands|||1|||adult|J.J. Joicey Collection|||1
45943|NEWHM : 1993.H147|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|tip of left antenna missing, five legs missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|||||||1||adult|J.J. Joicey Collection|||1
45944|NEWHM : 1993.H148|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|two legs missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|Frost, W. J.C.|1916-03-|Indonesia, Aru (= Arus) Islands||||1||adult|J.J. Joicey Collection|||1
45945|NEWHM : 1993.H149|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|distal part of left antenna missing, some legs missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|Frost, W. J.C.|1916-03-|Indonesia, Aru (= Arus) Islands|||1|||adult|J.J. Joicey Collection|||1
45946|NEWHM : 1993.H150|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|distal part of left antenna missing, five legs missing, missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|Frost, W. J.C.|1916-01-|Indonesia, Aru (= Arus) Islands||||1||adult|J.J. Joicey Collection|||1
45947|NEWHM : 1993.H151|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|distal part of left antenna and most of legs missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|Frost, W. J.C.|1916-03-|Indonesia, Aru (= Arus) Islands|||1|||adult|J.J. Joicey Collection|||1
45948|NEWHM : 1993.H152|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|top of left antenna missing, one leg missing, one missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|Frost, W. J.C.|1916-03-|Indonesia, Aru (= Arus) Islands|||1|||adult|J.J. Joicey Collection|||1
45949|NEWHM : 1993.H153|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|two legs missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|Frost, W. J.C.|1916-03-|Indonesia, Aru (= Arus) Islands|||1|||adult|J.J. Joicey Collection|||1
45950|NEWHM : 1993.H154|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|one missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|Frost, W. J.C.|1916-03-|Indonesia, Aru (= Arus) Islands|||1|||adult|J.J. Joicey Collection|||1
45951|NEWHM : 1993.H155|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|right antenna, and club of left, missing, some missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|Frost, W. J.C.|1916-03-|Indonesia, Aru (= Arus) Islands|||1|||adult|J.J. Joicey Collection|||1
45952|NEWHM : 1993.H156|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|parts missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|Frost, W. J.C.|1916-03-|Indonesia, Aru (= Arus) Islands|||1|||adult|J.J. Joicey Collection|||1
45953|NEWHM : 1993.H157|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|most of legs missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|Frost, W. J.C.|1916-03-|Indonesia, Aru (= Arus) Islands|||1|||adult|J.J. Joicey Collection|||1
45954|NEWHM : 1993.H158|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|right antenna missing, tip of left front wing missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|Frost, W. J.C.|1916-01-|Indonesia, Aru (= Arus) Islands||||1||adult|J.J. Joicey Collection|||1
45955|NEWHM : 1993.H159|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|one leg missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|Frost, W. J.C.|1916-01-|Indonesia, Aru (= Arus) Islands||||1||adult|J.J. Joicey Collection|||1
45956|NEWHM : 1993.H160|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|tips missing, missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|||||||1||adult|J.J. Joicey Collection|||1
45957|NEWHM : 1993.H161|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|distal part of right antenna missing, three legs missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|||||||1||adult|J.J. Joicey Collection|||1
45958|NEWHM : 1993.H162|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|left antenna missing, most of legs missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|Frost, W. J.C.|1916-03-|Indonesia, Aru (= Arus) Islands||||1||adult|J.J. Joicey Collection|||1
45959|NEWHM : 1993.H163|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|three and a half legs missing|1|butterfly|||||Ornithoptera priamus arruana : Papilionidae : Lepidoptera : Insecta : Arthropoda|||Indonesia, Aru (= Arus) Islands|||1|||adult|Herbert Eltringham Collection|||1
45961|NEWHM : 1993.H165|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|missing, three legs missing|1|butterfly||||Cairns Birdwing|Ornithoptera priamus euphorion : Papilionidae : Lepidoptera : Insecta : Arthropoda|||||||1||adult||||1
45962|NEWHM : 1993.H166|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|right antenna missing, one leg missing|1|butterfly||||Cairns Birdwing|Ornithoptera priamus euphorion : Papilionidae : Lepidoptera : Insecta : Arthropoda|Waterhouse||Australasia, Australia, Queensland, Cairns, Cape York Peninsula|||1|||adult||||1
45963|NEWHM : 1993.H167|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|right antenna missing, three legs missing|1|butterfly||||Cairns Birdwing|Ornithoptera priamus euphorion : Papilionidae : Lepidoptera : Insecta : Arthropoda|Brown, Reverend G.||Australasia, Australia, Queensland, Cairns, Cape York Peninsula|||1|||adult||||1
45967|NEWHM : 1993.H171|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods||1|butterfly||||Cairns Birdwing|Ornithoptera priamus euphorion : Papilionidae : Lepidoptera : Insecta : Arthropoda|||Australasia, Australia, Queensland||||1||adult||||1
45971|NEWHM : 1993.H175|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods||1|butterfly||||Richmond Birdwing|Ornithoptera priamus richmondia : Papilionidae : Lepidoptera : Insecta : Arthropoda|||Australasia, Australia, New South Wales|||1|||adult||||1
45973|NEWHM : 1993.H177|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|some legs missing|1|butterfly||||Wallace's Birdwing|Ornithoptera croesus croesus : Papilionidae : Lepidoptera : Insecta : Arthropoda|||||||1||adult|J.J. Joicey Collection|||1
45974|NEWHM : 1993.H178|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|most of legs missing|1|butterfly||||Wallace's Birdwing|Ornithoptera croesus croesus : Papilionidae : Lepidoptera : Insecta : Arthropoda|||Indonesia, Bacan (= Bachean)||||1||adult|J.J. Joicey Collection|||1
45975|NEWHM : 1993.H179|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|club of right antenna missing, hind legs missing|1|butterfly||||Wallace's Birdwing|Ornithoptera croesus croesus : Papilionidae : Lepidoptera : Insecta : Arthropoda|||Indonesia, Bacan (= Batjan)|||1|||adult|Herbert Eltringham Collection|||1
45976|NEWHM : 1993.H180|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|one leg missing|1|butterfly||||Wallace's Birdwing|Ornithoptera croesus croesus : Papilionidae : Lepidoptera : Insecta : Arthropoda|||Indonesia, Halmahera (= Gilolo)|||1|||adult|Herbert Eltringham Collection|||1
45977|NEWHM : 1993.H181|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|five legs missing|1|butterfly||||Wallace's Birdwing|Ornithoptera croesus croesus : Papilionidae : Lepidoptera : Insecta : Arthropoda|||Indonesia, Bacan (= Batchian)||||1||adult|Herbert Eltringham Collection|||1
45978|NEWHM : 1993.H182|Natural Sciences|Invertebrate Zoology|Insects and Other Arthropods|missing, front and middle legs missing|1|butterfly||||Wallace's Birdwing|Ornithoptera croesus croesus : Papilionidae : Lepidoptera : Insecta : Arthropoda||||||1|||adult|Herbert Eltringham Collection|||1
